nome,sexo,data_nascimento,serie,nota_bim1,nota_bim2,nota_bim3,nota_bim4
Lucas Melo,F,2007-10-24,1º EM,3.3,0.3,3.0,4.7
Pedro Carvalho,F,2006-02-19,8º Ano,7.6,3.3,9.9,6.1
Fernanda Moreira,,2007-07-20,6º Ano,6.1,4.3,1.3,0.6
Ana Barbosa,M,2006-10-04,1º EM,7.1,2.6,3.9,3.4
Beatriz Silva,F,2011-09-07,8º Ano,4.8,1.7,1.3,1.5
Rodrigo Souza,M,2007-03-14,6º Ano,0.5,4.9,5.9,9.5
Pedro Barbosa,F,2006-06-11,7º Ano,2.0,9.7,0.3,0.6
Aline Dias,M,2006-06-08,2º EM,8.7,9.1,6.6,9.0
Juliana Silva,M,2011-10-15,9º Ano,3.2,8.1,9.5,3.3
João Almeida,M,2005-03-31,2º EM,3.0,3.5,2.1,0.4
Felipe Souza,F,2010-12-16,3º EM,7.4,4.0,7.0,6.9
Gustavo Souza,M,2006-08-29,7º Ano,0.0,3.7,9.2,9.2
Lucas Almeida,F,2010-03-23,8º Ano,1.4,3.8,8.2,6.7
Gustavo Lima,F,2009-02-09,2º EM,6.4,9.3,9.6,9.3
Aline Lima,F,2011-11-15,9º Ano,0.4,10.0,1.4,2.9
Pedro Almeida,F,2010-04-15,6º Ano,6.4,9.0,1.1,6.9
Maria Santos,F,2012-03-22,8º Ano,2.2,9.8,0.9,6.2
Maria Costa,F,2011-02-19,9º Ano,3.5,6.3,5.2,6.7
Maria Carvalho,F,2007-10-18,7º Ano,1.7,9.4,5.2,4.2
Rafael Martins,F,2008-11-21,8º Ano,8.6,8.9,6.2,1.2
Beatriz Santos,F,2006-07-27,9º Ano,0.6,6.4,9.6,4.3
Larissa Melo,M,2009-02-17,3º EM,3.9,2.4,8.7,5.2
Camila Silva,M,2013-07-07,6º Ano,2.0,7.5,1.7,2.7
Ana Rocha,M,2008-10-20,1º EM,2.7,1.5,8.6,9.6
Fernanda Santos,F,2009-03-30,2º EM,6.0,0.7,5.2,2.4
Gustavo Almeida,M,2007-06-05,3º EM,3.3,5.8,6.1,7.4
Mariana Almeida,F,2007-03-22,1º EM,2.8,7.5,2.5,4.5
Larissa Pereira,F,2010-04-04,1º EM,,9.3,8.9,8.4
Fernanda Dias,M,2009-09-11,9º Ano,7.8,0.4,1.6,7.0
Carlos Teixeira,M,2010-07-16,7º Ano,7.8,7.5,9.7,6.7
Juliana Oliveira,F,2012-03-23,1º EM,8.4,8.1,6.5,6.1
Carlos Costa,M,2012-11-22,8º Ano,7.2,4.3,2.5,6.7
Gustavo Melo,F,2007-08-25,3º EM,8.9,0.6,3.2,6.5
Gustavo Souza,F,2011-08-14,1º EM,3.1,6.7,1.8,4.5
Fernanda Oliveira,M,2009-07-21,7º Ano,5.0,3.3,1.7,2.6
Ana Barbosa,M,2010-04-07,7º Ano,3.8,3.9,0.3,
Fernanda Souza,F,2013-07-05,2º EM,6.5,2.8,8.4,6.3
Juliana Rocha,M,2006-10-13,6º Ano,4.0,10.0,0.6,1.0
Rafael Rocha,F,,1º EM,,,,7.1
Rafael Barbosa,F,2010-12-20,8º Ano,4.4,1.0,9.6,8.1
Pedro Oliveira,M,2008-04-23,6º Ano,,9.2,,2.9
Pedro Ribeiro,F,2009-04-04,8º Ano,0.6,10.0,3.1,0.5
João Rocha,M,2008-07-31,2º EM,1.9,5.1,,4.3
Rafael Ferreira,M,2012-04-22,9º Ano,6.0,6.1,4.5,4.7
Lucas Pereira,M,2013-01-01,9º Ano,7.2,8.2,1.7,5.3
Maria Dias,M,2011-11-17,8º Ano,4.1,1.7,3.5,1.1
Carlos Gomes,M,2006-03-21,8º Ano,7.5,4.3,6.0,2.4
Bruno Silva,F,2010-08-17,2º EM,6.4,3.7,8.1,4.4
Beatriz Lima,F,2011-08-11,3º EM,7.6,5.9,4.3,9.7
Rafael Pereira,M,2008-10-28,1º EM,3.2,3.7,3.3,3.6
Juliana Souza,F,2006-12-14,9º Ano,2.4,9.3,7.6,2.3
Aline Melo,M,2009-03-17,8º Ano,2.8,1.6,1.9,7.1
Rodrigo Moreira,F,2006-11-02,8º Ano,5.3,7.0,5.3,1.1
Felipe Dias,F,2009-03-30,9º Ano,3.8,1.0,6.6,0.5
Rodrigo Santos,F,2009-04-24,7º Ano,,6.8,4.3,0.3
Diego Silva,F,2012-10-14,1º EM,6.0,7.2,1.4,1.6
Gustavo Moreira,M,2008-11-21,,5.0,0.5,6.1,7.0
Rodrigo Ribeiro,F,2012-12-15,1º EM,7.0,2.8,6.2,1.4
Fernanda Ferreira,F,2006-08-30,8º Ano,6.8,4.7,2.0,3.3
Maria Oliveira,F,2010-12-28,6º Ano,9.0,9.7,6.5,4.2
Gustavo Dias,F,2005-09-09,8º Ano,5.0,4.2,5.5,5.6
Gustavo Martins,,2012-08-18,3º EM,5.5,3.4,6.7,9.4
Felipe Melo,M,2011-07-13,6º Ano,0.9,4.9,0.2,5.0
Aline Moreira,M,2011-02-02,6º Ano,2.1,2.6,7.8,3.7
Pedro Silva,M,2006-06-16,9º Ano,,0.9,9.6,0.1
Gustavo Souza,F,2006-02-17,1º EM,1.1,5.7,9.6,9.5
Beatriz Moreira,M,2005-10-11,3º EM,9.9,3.7,0.7,4.9
Patricia Araújo,M,2012-08-24,8º Ano,2.9,,2.9,3.6
Mariana Costa,F,2007-02-26,9º Ano,4.5,10.0,1.9,5.1
Fernanda Carvalho,F,2008-09-25,3º EM,,,3.9,5.3
Maria Santos,M,2011-06-03,1º EM,4.3,2.4,8.8,5.1
Pedro Araújo,F,2006-07-28,6º Ano,9.2,6.0,9.6,3.9
Bruno Gomes,M,2013-09-19,6º Ano,0.4,1.5,0.8,4.8
Gustavo Moreira,M,2013-09-06,8º Ano,,1.7,0.8,1.3
Carlos Almeida,M,2007-11-04,2º EM,3.4,7.3,8.5,9.9
Ana Ferreira,F,2009-04-16,8º Ano,2.4,3.6,2.8,9.9
João Oliveira,F,2012-05-27,2º EM,0.4,0.4,4.5,8.0
João Pereira,,2009-03-09,8º Ano,6.5,9.8,7.0,8.6
Fernanda Araújo,M,2012-01-02,8º Ano,3.5,7.5,5.4,6.0
Larissa Lima,F,2008-08-03,6º Ano,3.5,4.5,5.7,5.8
Camila Teixeira,M,2008-09-06,8º Ano,8.4,3.6,3.1,0.2
Juliana Barbosa,M,2012-02-16,3º EM,,3.9,9.5,3.2
Carlos Pereira,F,2011-09-28,9º Ano,9.1,7.5,7.8,9.2
Rafael Barbosa,F,2008-10-29,2º EM,1.7,3.5,0.7,0.6
Beatriz Dias,M,2012-10-17,8º Ano,1.5,6.4,7.0,3.0
Juliana Ferreira,M,2007-12-24,6º Ano,0.0,7.9,1.5,5.9
Camila Melo,M,2006-06-28,2º EM,3.7,5.2,3.9,6.1
Beatriz Santos,M,2005-03-05,3º EM,0.5,0.1,7.0,5.0
Rodrigo Silva,M,2006-10-25,7º Ano,8.7,4.5,5.0,5.3
Rafael Dias,M,2008-08-20,6º Ano,3.6,,6.3,7.2
Larissa Barbosa,F,2009-05-12,6º Ano,1.6,,7.8,6.2
Beatriz Carvalho,M,2005-03-19,3º EM,,4.6,9.5,0.6
Patricia Santos,M,2011-12-17,7º Ano,9.9,0.4,8.6,6.8
Larissa Ribeiro,F,2013-09-09,1º EM,6.8,5.4,3.3,6.8
Juliana Carvalho,F,2010-05-08,7º Ano,7.1,8.5,8.8,2.2
Juliana Barbosa,F,2013-06-22,2º EM,6.2,3.9,6.4,0.9
Bruno Oliveira,F,2005-07-16,7º Ano,8.0,0.4,4.3,7.3
Larissa Araújo,F,2012-01-13,6º Ano,6.8,5.8,8.0,1.3
João Barbosa,F,2012-06-10,3º EM,3.4,1.6,1.4,9.4
Rodrigo Carvalho,F,2006-05-01,9º Ano,4.1,3.6,4.8,5.1
João Melo,M,2006-05-03,1º EM,,7.4,6.8,0.4
Larissa Carvalho,F,2010-12-13,6º Ano,4.0,1.0,3.0,3.3
Pedro Melo,F,2010-01-17,2º EM,5.9,2.5,7.4,2.1
Pedro Melo,M,2006-06-23,7º Ano,7.8,7.8,6.0,4.8
Felipe Santos,F,2009-12-03,7º Ano,7.2,3.4,1.2,9.9
Felipe Barbosa,M,2008-11-20,1º EM,,1.5,2.2,8.7
Aline Gomes,F,2006-10-20,7º Ano,7.2,4.5,7.0,7.3
Beatriz Oliveira,F,2006-01-04,9º Ano,9.0,2.1,1.8,9.7
João Pereira,M,2009-08-22,2º EM,7.0,2.2,3.0,8.6
Beatriz Dias,F,2009-01-22,2º EM,9.1,4.0,8.2,2.7
Diego Silva,M,2010-10-11,1º EM,3.3,8.1,4.0,5.4
Ana Souza,M,2007-05-27,1º EM,9.6,2.1,1.1,7.0
Ana Souza,F,2008-06-05,2º EM,3.9,6.2,8.5,8.4
Gustavo Carvalho,M,2006-07-08,1º EM,3.8,9.2,9.9,8.4
Rafael Ribeiro,F,2005-10-14,3º EM,3.6,6.5,9.1,4.8
Aline Barbosa,M,2011-08-06,,7.4,2.6,5.3,5.1
Aline Martins,F,2006-02-07,9º Ano,6.6,3.9,7.5,7.6
Pedro Lima,F,2008-08-01,9º Ano,,6.3,3.4,
Rafael Silva,M,2005-12-10,7º Ano,0.8,2.0,3.1,6.7
Patricia Silva,M,2010-04-02,8º Ano,1.6,6.1,4.6,3.0
Gustavo Pereira,M,2005-06-26,1º EM,5.3,9.6,6.5,0.4
Maria Costa,F,2011-07-17,9º Ano,4.5,0.6,3.8,7.2
Diego Melo,F,2005-06-14,9º Ano,6.9,9.0,6.9,4.7
Patricia Rocha,F,2011-06-12,1º EM,9.7,0.5,1.9,5.9
Felipe Pereira,F,2012-01-10,7º Ano,,6.6,9.0,3.7
Rafael Carvalho,F,2007-06-17,9º Ano,2.5,5.5,9.4,0.7
Fernanda Ribeiro,F,2006-05-20,8º Ano,4.3,5.1,3.8,0.9
Lucas Moreira,F,2013-04-04,2º EM,0.2,4.3,5.9,2.8
Rafael Moreira,F,2009-07-04,3º EM,7.8,1.9,0.4,6.7
Fernanda Teixeira,F,2005-07-14,1º EM,,2.3,,6.9
Larissa Moreira,M,2006-07-28,8º Ano,7.5,8.3,3.8,9.2
Juliana Santos,M,2011-07-10,9º Ano,2.2,9.0,4.4,8.8
Diego Almeida,F,2005-12-14,9º Ano,0.8,6.3,7.5,5.7
Ana Souza,F,2013-05-31,9º Ano,5.6,,0.7,5.8
Camila Souza,F,2013-04-03,8º Ano,5.0,1.1,5.1,8.4
Fernanda Oliveira,F,2011-06-16,1º EM,9.7,9.3,9.6,0.2
Diego Moreira,M,2008-04-27,3º EM,0.0,5.6,6.3,6.1
Carlos Gomes,M,2005-10-02,3º EM,2.8,3.1,7.7,5.9
João Gomes,F,2007-10-20,2º EM,8.1,9.1,3.5,2.8
Lucas Pereira,F,2007-03-19,9º Ano,7.3,3.9,1.1,8.0
Gustavo Teixeira,F,2010-03-17,7º Ano,3.9,7.5,7.7,5.6
Rodrigo Pereira,F,2010-09-22,8º Ano,2.6,0.3,4.2,4.0
Rodrigo Ferreira,M,2006-10-03,7º Ano,4.1,,8.1,1.4
Pedro Dias,M,2008-12-27,1º EM,4.3,1.6,6.3,3.9
Camila Teixeira,M,2009-04-30,6º Ano,7.4,6.2,1.2,0.8
Patricia Santos,M,2005-07-05,6º Ano,5.6,,8.5,
Fernanda Costa,F,2008-07-28,7º Ano,1.1,1.9,5.5,10.0
Rodrigo Carvalho,,2008-08-24,6º Ano,8.1,7.0,8.7,9.2
Bruno Araújo,M,2007-11-17,1º EM,0.5,6.1,6.8,5.9
Felipe Souza,M,2005-07-21,2º EM,6.8,5.6,10.0,4.3
Aline Almeida,M,2013-02-23,3º EM,2.9,4.1,2.5,0.9
Larissa Oliveira,F,2010-12-03,2º EM,,8.0,,2.8
Carlos Lima,F,2005-01-28,7º Ano,4.8,5.3,3.2,0.7
Beatriz Melo,M,2005-11-20,7º Ano,3.1,0.8,0.6,1.9
Bruno Teixeira,F,2008-08-15,2º EM,2.5,6.8,5.8,0.8
Camila Ferreira,M,2007-12-06,1º EM,6.5,4.3,2.1,0.1
Fernanda Lima,M,2011-11-09,7º Ano,7.3,7.9,0.6,4.7
Patricia Melo,M,2010-11-28,6º Ano,9.1,4.5,8.4,3.9
Larissa Oliveira,F,2006-11-23,9º Ano,5.0,9.6,2.6,3.0
Bruno Melo,F,,1º EM,9.4,4.7,1.7,8.2
Gustavo Ribeiro,M,2011-04-14,6º Ano,1.6,1.9,9.0,8.9
João Gomes,M,2013-01-21,6º Ano,6.8,0.0,8.3,0.2
Juliana Martins,M,2006-10-16,7º Ano,9.4,2.8,1.4,4.7
Carlos Carvalho,M,2007-03-29,8º Ano,0.6,7.5,5.6,1.1
Rodrigo Carvalho,M,2011-04-21,7º Ano,6.2,4.9,7.2,1.2
Camila Carvalho,M,2013-01-01,8º Ano,8.2,1.9,4.4,4.8
Larissa Oliveira,M,2006-05-05,9º Ano,6.7,,4.4,8.8
Ana Souza,M,2005-02-10,3º EM,6.9,9.3,5.2,4.9
Bruno Ferreira,F,2012-08-08,2º EM,6.5,7.3,5.3,7.7
João Ferreira,F,2013-08-27,9º Ano,3.9,2.1,2.7,1.4
Camila Oliveira,F,2011-04-25,9º Ano,2.6,5.7,1.7,7.4
Gustavo Ferreira,M,2011-03-17,9º Ano,8.9,5.8,2.2,7.0
Carlos Carvalho,F,2009-10-22,6º Ano,2.4,6.4,,8.0
Gustavo Moreira,F,2013-02-24,9º Ano,6.3,6.1,3.7,3.8
Felipe Lima,M,2013-02-06,7º Ano,4.1,1.3,6.9,6.7
Felipe Melo,M,2008-08-28,7º Ano,6.9,1.2,4.8,6.0
Rodrigo Martins,F,2005-11-06,1º EM,8.6,9.0,9.1,6.8
Bruno Rocha,M,2005-10-20,7º Ano,5.3,6.9,0.5,9.2
Mariana Dias,F,2013-02-05,7º Ano,5.2,2.5,3.0,1.5
Mariana Souza,M,2012-11-30,8º Ano,1.8,,5.6,2.4
Diego Oliveira,M,2012-11-29,7º Ano,5.3,7.9,7.2,9.3
Diego Souza,M,2006-12-07,9º Ano,1.2,5.5,7.1,2.8
Pedro Melo,F,2006-06-14,2º EM,3.5,5.2,9.3,7.4
Juliana Costa,M,2011-01-08,7º Ano,8.1,6.7,1.0,8.4
João Araújo,M,2012-02-18,1º EM,6.8,8.3,4.8,8.4
Carlos Martins,M,2007-10-08,3º EM,3.5,4.3,4.1,2.4
Fernanda Araújo,F,2006-06-27,8º Ano,6.6,7.1,,2.0
Fernanda Ribeiro,M,2010-04-18,3º EM,9.2,3.3,5.7,4.6
Rafael Barbosa,M,2006-05-28,7º Ano,4.2,3.8,9.6,6.5
Beatriz Santos,M,2010-05-05,3º EM,3.3,0.4,8.8,3.0
Lucas Martins,F,2008-11-28,8º Ano,0.0,7.2,5.7,5.8
Lucas Pereira,M,2012-07-19,6º Ano,5.6,2.3,0.4,5.5
Rodrigo Lima,M,2012-11-24,6º Ano,7.2,5.9,4.0,
Ana Araújo,M,2013-11-16,8º Ano,5.4,5.2,4.2,4.2
Rodrigo Almeida,F,2013-05-02,3º EM,,8.8,7.2,8.3
Maria Santos,M,2010-09-15,8º Ano,4.8,4.3,8.0,4.4
Bruno Santos,M,2010-10-25,6º Ano,6.3,4.2,0.8,5.0
Pedro Martins,F,2009-09-20,8º Ano,1.0,3.8,3.6,8.8
Rodrigo Costa,F,2010-01-06,1º EM,1.7,4.3,2.2,0.3
Beatriz Rocha,M,2010-04-23,9º Ano,9.7,6.9,8.2,9.1
Juliana Dias,M,2012-02-01,1º EM,3.7,7.1,3.2,5.0
João Rocha,F,2012-05-19,6º Ano,2.0,2.4,4.5,0.3
Felipe Ferreira,F,2013-04-01,2º EM,2.5,2.4,6.4,9.0
Juliana Lima,F,2011-08-06,6º Ano,5.5,0.7,8.2,8.7
Bruno Rocha,M,2009-11-12,6º Ano,8.8,5.2,1.3,2.6
Pedro Melo,F,2007-06-06,2º EM,7.8,9.6,2.2,6.3
Maria Almeida,M,2011-11-21,3º EM,5.1,4.8,3.0,9.1
Larissa Souza,M,2012-02-06,3º EM,4.0,8.2,1.2,3.5
Gustavo Rocha,F,2005-12-11,6º Ano,2.1,9.8,4.4,6.2
Patricia Ribeiro,F,2006-01-13,2º EM,3.2,9.0,3.5,0.9
Maria Martins,F,2010-06-18,9º Ano,0.6,5.9,5.5,1.0
Felipe Gomes,M,,3º EM,1.0,3.7,8.4,2.5
João Rocha,F,2009-05-15,3º EM,7.6,8.1,4.7,4.5
Bruno Barbosa,F,2012-09-28,7º Ano,5.5,6.3,9.2,
Patricia Pereira,F,2008-04-05,1º EM,4.1,5.5,9.9,2.6
Maria Martins,F,2008-09-15,1º EM,5.0,5.8,8.5,0.7
Bruno Ribeiro,M,2006-05-09,1º EM,4.0,2.4,2.1,2.6
Camila Oliveira,M,2009-01-05,3º EM,1.9,,8.1,7.6
Diego Silva,M,2005-07-30,3º EM,1.0,3.9,6.4,0.1
Mariana Almeida,M,2012-01-03,7º Ano,4.6,3.8,7.2,4.6
Camila Gomes,F,2013-02-09,7º Ano,4.7,1.4,9.6,8.6
Diego Almeida,F,2013-01-12,2º EM,3.5,3.4,9.1,7.0
Gustavo Moreira,F,2006-08-04,8º Ano,5.8,4.4,6.5,6.6
Beatriz Teixeira,M,2010-12-03,9º Ano,5.9,8.6,6.7,0.5
Rodrigo Melo,F,2013-02-16,7º Ano,8.0,8.7,1.0,8.1
Beatriz Oliveira,F,2013-08-24,1º EM,3.6,9.3,7.0,8.5
Gustavo Teixeira,M,2012-06-13,3º EM,0.1,5.1,4.0,7.1
Beatriz Pereira,F,2006-04-15,1º EM,4.9,5.0,7.9,8.3
Bruno Silva,M,2013-11-19,,8.5,9.5,1.8,4.0
Camila Souza,F,2008-12-27,1º EM,1.5,2.4,3.0,2.5
Diego Barbosa,F,2008-11-23,7º Ano,1.3,2.2,9.8,2.9
Mariana Teixeira,M,2008-09-14,6º Ano,8.2,3.7,9.0,9.3
Rafael Gomes,M,2006-12-29,9º Ano,1.8,5.2,6.6,9.9
Camila Carvalho,F,2012-03-30,9º Ano,0.4,7.5,0.0,2.0
Felipe Costa,F,2008-12-08,2º EM,4.3,4.9,4.1,4.4
Patricia Almeida,F,2012-06-01,3º EM,7.6,7.5,4.7,9.1
Mariana Gomes,F,2012-03-04,2º EM,2.0,1.8,9.5,2.4
Maria Araújo,F,2011-01-24,2º EM,7.9,5.3,2.6,4.5
Mariana Ribeiro,M,2006-05-03,8º Ano,3.6,5.1,,7.5
João Carvalho,M,2007-03-03,1º EM,9.6,0.5,6.6,3.0
Larissa Carvalho,M,2006-04-06,9º Ano,4.8,7.3,3.8,6.8
Beatriz Carvalho,M,2010-11-08,7º Ano,3.9,4.2,4.4,6.4
Diego Ribeiro,M,2011-12-25,7º Ano,2.6,1.0,3.4,3.1
Fernanda Ribeiro,F,2010-06-30,7º Ano,3.5,8.6,2.0,7.5
Camila Barbosa,F,2008-09-04,8º Ano,1.4,9.8,3.9,4.3
Diego Pereira,M,2006-10-21,2º EM,0.1,9.5,4.2,9.7
Camila Lima,F,2007-05-21,3º EM,3.0,0.2,2.5,1.9
Ana Santos,M,2012-01-19,3º EM,1.4,6.2,6.6,7.5
Rafael Almeida,F,2011-05-13,3º EM,1.5,8.1,,4.0
Beatriz Carvalho,M,2012-03-24,8º Ano,3.6,2.0,4.7,6.9
Mariana Silva,M,2009-06-21,7º Ano,2.5,8.8,1.4,2.1
Maria Dias,F,2006-03-24,8º Ano,8.5,1.6,2.2,0.7
Aline Silva,F,2013-08-17,7º Ano,2.6,2.5,1.1,4.7
Diego Almeida,F,2007-08-27,8º Ano,6.5,9.3,6.0,5.9
Diego Almeida,M,2009-01-17,1º EM,8.3,2.2,1.0,6.1
Mariana Moreira,M,2011-09-01,1º EM,6.0,6.0,9.4,0.6
Bruno Moreira,M,2005-05-04,6º Ano,0.6,3.3,3.0,6.8
Patricia Oliveira,F,2006-06-11,7º Ano,5.4,8.3,,3.4
Rafael Ribeiro,M,2010-08-25,8º Ano,6.4,5.6,5.9,4.0
Carlos Ferreira,F,2013-07-23,3º EM,0.3,7.4,1.7,4.5
Rafael Melo,M,2008-02-11,8º Ano,0.3,1.3,6.0,8.6
Felipe Martins,M,2006-01-17,2º EM,2.2,8.9,8.0,
Rodrigo Ferreira,F,,6º Ano,0.1,9.6,5.0,3.6
Mariana Lima,M,2006-01-19,9º Ano,5.3,2.2,1.0,1.4
,M,2012-04-24,2º EM,9.3,5.0,5.7,3.3
Patricia Souza,M,2005-06-19,3º EM,5.3,9.3,4.3,0.8
Carlos Martins,M,2012-08-12,9º Ano,5.0,4.7,9.3,
Aline Costa,F,2008-04-17,,6.4,5.2,6.6,6.1
Rodrigo Oliveira,M,2013-06-11,2º EM,2.7,2.0,6.0,6.5
Patricia Santos,M,2007-04-06,7º Ano,5.1,5.8,4.8,9.4
Ana Dias,F,2013-03-03,6º Ano,2.3,8.3,7.5,5.5
Juliana Teixeira,M,2006-12-15,7º Ano,5.1,9.8,7.3,
Pedro Silva,M,2008-10-16,6º Ano,10.0,3.3,7.4,4.0
Felipe Ferreira,F,2005-11-26,3º EM,0.9,4.1,9.0,7.0
Rafael Dias,M,2007-01-31,3º EM,,2.0,1.1,8.9
Beatriz Ferreira,F,2006-07-19,1º EM,4.7,3.9,6.4,6.5
Carlos Lima,M,2006-08-21,1º EM,2.8,6.1,4.6,5.7
Juliana Silva,M,2010-01-26,1º EM,0.9,2.0,2.5,0.7
Rafael Ferreira,M,2011-11-27,9º Ano,6.7,9.9,2.5,6.6
João Silva,M,2012-10-11,2º EM,2.2,5.7,9.9,8.3
Rafael Barbosa,M,2006-09-03,7º Ano,6.9,6.5,5.9,3.4
Rafael Carvalho,F,2013-06-22,1º EM,5.8,5.5,4.1,5.9
Juliana Rocha,M,2013-04-02,7º Ano,6.2,8.1,0.0,9.7
Diego Rocha,,2008-02-12,1º EM,6.6,1.7,9.5,9.5
Felipe Costa,F,2006-07-21,3º EM,3.8,9.9,6.6,4.5
Fernanda Ferreira,F,2013-01-10,6º Ano,1.8,,0.4,3.1
Aline Silva,F,2005-01-18,9º Ano,8.8,5.8,9.6,6.9
Ana Araújo,F,2013-05-27,7º Ano,0.1,0.8,8.5,1.6
Felipe Gomes,F,2008-02-26,7º Ano,8.2,3.8,9.9,0.8
Maria Ferreira,F,2005-02-09,8º Ano,6.6,8.0,4.6,1.0
Ana Moreira,M,2007-02-08,6º Ano,3.2,5.0,7.8,3.8
Rafael Lima,F,2009-06-19,8º Ano,8.1,3.7,,1.4
Beatriz Carvalho,M,2007-07-17,3º EM,10.0,5.9,7.6,0.4
Patricia Moreira,M,2007-11-08,6º Ano,6.2,5.4,3.8,3.0
Pedro Oliveira,M,2007-12-01,8º Ano,3.0,9.9,5.9,
Aline Lima,M,2008-11-02,1º EM,4.4,9.0,8.9,0.3
Aline Araújo,F,2009-03-07,1º EM,9.8,1.5,0.9,4.5
Beatriz Martins,F,2011-12-19,6º Ano,0.2,4.8,1.0,1.2
Gustavo Barbosa,F,2005-10-24,1º EM,1.8,9.5,0.7,
Maria Carvalho,F,2006-06-30,6º Ano,2.9,4.4,3.0,7.2
João Dias,F,2008-12-02,2º EM,,,0.8,9.2
Bruno Barbosa,M,2007-11-17,8º Ano,4.0,5.0,1.6,8.8
Patricia Lima,M,2005-01-18,3º EM,6.7,9.8,2.2,0.9
Beatriz Pereira,M,2010-10-28,3º EM,9.6,0.4,6.4,6.8
Patricia Ribeiro,M,2008-03-03,2º EM,8.5,6.2,8.0,0.9
Rodrigo Rocha,M,2013-11-14,2º EM,3.4,6.2,3.4,7.9
Patricia Almeida,M,2007-12-22,8º Ano,5.8,9.7,2.2,1.1
Lucas Souza,M,2008-08-27,6º Ano,9.2,8.6,,9.5
Maria Silva,F,2006-01-04,2º EM,4.8,3.4,8.8,0.1
Rodrigo Dias,M,2013-09-13,1º EM,9.8,0.4,0.9,1.2
Bruno Costa,F,2006-07-02,3º EM,4.5,4.5,0.4,5.9
Diego Rocha,F,2010-06-11,6º Ano,7.1,4.0,9.0,2.5
Rafael Martins,M,2009-05-03,1º EM,0.1,7.8,,2.9
Rafael Oliveira,F,2008-06-05,6º Ano,9.9,3.1,1.3,
Larissa Santos,F,2009-06-24,2º EM,8.3,2.5,,4.1
Camila Melo,F,2011-04-25,6º Ano,3.0,7.9,3.8,5.4
Diego Gomes,M,2008-08-07,8º Ano,1.4,8.3,3.0,
Fernanda Lima,M,2007-12-29,3º EM,1.4,1.3,,7.9
João Carvalho,F,2005-08-25,7º Ano,5.0,4.8,4.5,3.3
Bruno Silva,F,2007-04-25,2º EM,4.3,9.0,7.4,7.6
Pedro Costa,M,2006-08-21,1º EM,0.4,5.3,3.5,4.9
Gustavo Almeida,F,2010-08-22,8º Ano,1.0,7.4,6.3,5.7
,F,2008-12-21,9º Ano,5.3,7.0,4.0,0.2
Beatriz Barbosa,F,2011-10-11,9º Ano,9.4,10.0,9.1,9.5
Pedro Melo,M,2006-10-10,6º Ano,6.7,9.3,9.9,1.2
Camila Moreira,M,2011-04-03,1º EM,0.5,7.9,8.0,
Maria Souza,M,2008-02-10,2º EM,3.1,5.6,9.8,6.7
Camila Silva,F,2013-10-26,8º Ano,1.7,3.0,8.1,0.7
Felipe Martins,F,2005-09-02,1º EM,8.6,1.1,2.7,1.4
Ana Pereira,M,2012-07-21,9º Ano,,1.2,7.9,
Maria Ribeiro,F,2013-05-08,3º EM,9.5,5.4,0.8,2.9
Rafael Oliveira,M,2006-10-24,1º EM,4.4,4.8,1.3,6.2
Mariana Souza,M,2006-09-28,7º Ano,7.8,7.1,6.3,8.1
Camila Souza,M,2005-02-26,8º Ano,2.3,2.8,8.1,4.4
Diego Barbosa,M,2008-08-25,3º EM,4.0,4.9,0.3,7.5
Beatriz Barbosa,M,2006-08-20,8º Ano,8.5,3.4,7.3,4.8
Mariana Silva,F,2005-08-10,6º Ano,4.5,6.5,2.7,9.6
Diego Barbosa,F,2009-08-11,7º Ano,2.4,5.2,7.0,4.3
Rodrigo Ribeiro,M,2006-01-02,6º Ano,9.8,0.1,1.4,4.1
Gustavo Ribeiro,M,2005-05-23,3º EM,4.9,5.5,8.3,8.1
Felipe Teixeira,M,2009-10-29,3º EM,0.9,9.4,9.1,4.0
Gustavo Pereira,F,2013-07-22,6º Ano,5.3,4.2,0.4,9.0
Beatriz Teixeira,M,2007-08-03,9º Ano,4.0,2.8,3.2,5.0
Maria Ferreira,M,2010-04-07,1º EM,9.3,4.0,2.7,1.9
Beatriz Almeida,F,2011-05-06,8º Ano,8.1,6.7,8.8,0.8
Fernanda Ribeiro,F,2005-09-23,9º Ano,2.8,3.6,5.8,0.5
Larissa Araújo,F,2008-01-28,8º Ano,9.5,0.7,0.4,8.1
Ana Ferreira,F,2005-10-02,7º Ano,1.4,0.8,8.5,7.4
Rodrigo Lima,M,2009-01-12,8º Ano,3.6,3.9,3.6,5.6
Beatriz Melo,F,2005-04-28,1º EM,7.5,7.9,4.4,7.6
Mariana Araújo,F,2008-09-13,1º EM,,7.4,4.4,6.9
Juliana Rocha,M,2009-07-30,6º Ano,2.6,,1.3,7.7
Beatriz Silva,M,2013-08-14,2º EM,5.6,2.8,2.5,
Diego Moreira,M,2011-04-11,,6.2,0.2,6.6,9.5
Felipe Almeida,F,2005-01-21,1º EM,2.3,4.4,4.6,2.8
Felipe Gomes,M,2009-06-04,2º EM,7.3,2.1,1.3,0.5
Mariana Lima,F,2011-08-29,2º EM,8.4,0.1,5.3,8.1
Mariana Teixeira,M,2007-03-11,3º EM,8.8,0.0,7.6,4.6
Mariana Araújo,F,2005-03-19,6º Ano,9.5,9.7,4.7,5.4
Mariana Teixeira,M,2008-05-16,9º Ano,5.9,7.6,,4.0
